Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,isfraud
36618,,0,1,1,1,1,1,0,72,1
15310,,0,1,1,1,1,1,0,72,1
24268,,0,1,1,1,1,1,0,72,1
64178,,0,1,1,1,1,1,0,72,1
10239,,0,1,1,1,1,1,0,72,1
46654,,0,1,1,1,1,1,0,72,1
9985,,0,1,1,1,1,1,0,72,1
271,,0,1,1,1,1,1,0,72,1
84794,,0,1,1,1,1,1,0,72,1
41293,,0,1,1,1,1,1,0,72,1
3541,,0,1,1,1,1,1,0,72,1
76457,,0,1,1,1,1,1,0,72,1
63093,,0,2,2,1,1,1,0,72,1
65316,,0,1,1,1,1,1,0,72,1
90018,,0,1,1,1,1,1,0,72,1
93585,,0,1,1,1,1,1,0,72,1
32573,,0,1,1,1,1,1,0,72,1
3936,,0,1,1,1,1,1,0,72,1
83873,,0,1,1,1,1,1,0,40,1
81819,,29,0,29,0,0,0,0,40,1
32257,,0,1,1,1,1,1,0,40,1
27376,,0,1,1,1,1,1,0,40,1
40455,,0,1,1,1,1,1,0,40,1
11676,,0,1,1,1,1,1,0,40,1
5237,,0,1,1,1,1,1,0,40,1
74930,,0,1,1,1,1,1,0,40,1
41373,,0,1,1,1,1,1,0,40,1
32883,,0,1,1,1,1,1,0,40,1
67215,,0,1,1,1,1,1,0,40,1
17970,,0,1,1,1,1,1,0,40,1
96755,,0,1,1,1,1,1,0,40,1
84322,,0,1,1,1,1,1,0,40,1
12757,,0,1,1,1,1,1,0,40,1
20324,,0,1,1,1,1,1,0,40,1
67368,,1,1,2,1,1,1,25,92,1
34942,,0,1,1,1,1,1,0,40,1
52800,,0,1,1,1,1,1,0,40,1
38813,,0,1,1,1,1,1,0,40,1
71568,,0,1,1,1,1,1,0,40,1
86477,,0,1,1,1,1,1,0,40,1
7902,,0,1,1,1,1,1,0,40,1
99677,,0,1,1,1,1,1,0,40,1
4635,,0,1,1,1,1,1,0,40,1
54193,,0,1,1,1,1,1,0,40,1
42601,,0,1,1,1,1,1,0,40,1
12950,,0,1,1,1,1,1,0,36,1
34345,,28,0,28,0,0,0,0,36,1
95485,,0,1,1,1,1,1,0,36,1
44338,,0,1,1,1,1,1,0,36,1
16203,,0,1,1,1,1,1,0,36,1
73406,,0,1,1,1,1,1,0,36,1
83585,,0,2,2,1,1,1,0,36,1
61372,,0,1,1,1,1,1,0,36,1
20689,,0,1,1,1,1,1,0,36,1
14469,,0,1,1,1,1,1,0,36,1
54853,,0,1,1,1,1,1,0,36,1
96659,,0,1,1,1,1,1,0,36,1
86250,,0,1,1,1,1,1,0,36,1
5201,,0,2,2,1,1,1,0,36,1
25824,,0,1,1,1,1,1,0,36,1
82086,,0,1,1,1,1,1,0,36,1
5215,,0,1,1,1,1,1,0,36,1
64917,,0,1,1,1,1,1,0,36,1
95458,,0,1,1,1,1,1,0,36,1
84666,,0,1,1,1,1,1,0,36,1
79390,,0,1,1,1,1,1,0,36,1
37699,,0,1,1,1,1,1,0,36,1
49062,,0,1,1,1,1,1,0,36,1
22479,,0,1,1,1,1,1,0,36,1
90952,,0,1,1,1,1,1,0,36,1
61782,,0,1,1,1,1,1,0,36,1
28264,,0,1,1,1,1,1,0,36,1
80446,,0,1,1,1,1,1,0,36,1
13575,,0,1,1,1,1,1,0,124,1
22332,,18,0,18,0,0,0,0,124,1
29340,,0,1,1,1,1,1,0,124,1
226,,0,1,1,1,1,1,0,124,1
14663,,0,1,1,1,1,1,0,124,1
59647,,0,1,1,1,1,1,0,124,1
47307,,0,1,1,1,1,1,0,124,1
13552,,0,1,1,1,1,1,0,124,1
15131,,0,1,1,1,1,1,0,124,1
31748,,0,1,1,1,1,1,0,124,1
57946,,0,1,1,1,1,1,0,124,1
33239,,0,1,1,1,1,1,0,124,1
21060,,0,1,1,1,1,1,0,124,1
76900,,0,1,1,1,1,1,0,124,1
33618,,0,1,1,1,1,1,0,124,1
99342,,0,3,3,2,0.8,0.875,0,124,1
26465,,0,1,1,1,1,1,0,1320,1
86551,,18,0,18,0,0,0,0,1320,1
76907,,1,1,2,1,1,1,1,1320,1
62545,,0,1,1,1,1,1,0,1320,1
58248,,0,1,1,1,1,1,0,1320,1
15744,,0,1,1,1,1,1,0,1320,1
98254,,0,1,1,1,1,1,0,1320,1
25667,,0,1,1,1,1,1,0,1320,1
73371,,0,1,1,1,1,1,0,1320,1
78175,,0,1,1,1,1,1,0,1320,1
37308,,0,1,1,1,1,1,0,1320,1
92677,,0,1,1,1,1,1,0,1320,1
12708,,0,1,1,1,1,1,0,1320,1
54859,,0,1,1,1,1,1,0,1320,1
7768,,0,1,1,1,1,1,0,1320,1
91601,,0,1,1,1,1,1,0,124,1
96112,,29,0,29,0,0,0,0,124,1
79664,,0,1,1,1,1,1,0,124,1
18918,,0,1,1,1,1,1,0,124,1
1156,,0,1,1,1,1,1,0,124,1
225,,0,1,1,1,1,1,0,124,1
52700,,0,1,1,1,1,1,0,124,1
26025,,0,1,1,1,1,1,0,124,1
66169,,0,1,1,1,1,1,0,124,1
29645,,0,1,1,1,1,1,0,124,1
22289,,0,1,1,1,1,1,0,124,1
14892,,0,1,1,1,1,1,0,124,1
83755,,0,1,1,1,1,1,0,124,1
47889,,0,1,1,1,1,1,0,124,1
62225,,0,1,1,1,1,1,0,124,1
30815,,0,1,1,1,1,1,0,124,1
6830,,0,1,1,1,1,1,0,124,1
24448,,0,1,1,1,1,1,0,124,1
11590,,1,1,2,1,1,1,2,124,1
19791,,0,1,1,1,1,1,0,124,1
80648,,0,1,1,1,1,1,0,124,1
78217,,0,1,1,1,1,1,0,124,1
4582,,0,1,1,1,1,1,0,124,1
21590,,1,1,2,1,1,1,2,124,1
51560,,0,1,1,1,1,1,0,124,1
98575,,0,1,1,1,1,1,0,68,1
68535,,15,0,15,0,0,0,0,68,1
59645,,0,1,1,1,1,1,0,68,1
8171,,0,1,1,1,1,1,0,68,1
53225,,0,1,1,1,1,1,0,68,1
93515,,0,1,1,1,1,1,0,68,1
27887,,0,1,1,1,1,1,0,68,1
30781,,0,1,1,1,1,1,0,68,1
67133,,0,1,1,1,1,1,0,68,1
42645,,0,1,1,1,1,1,0,68,1
7833,,0,1,1,1,1,1,0,68,1
79690,,0,1,1,1,1,1,0,68,1
78479,,0,1,1,1,1,1,0,68,1
60291,,0,1,1,1,1,1,0,68,1
44874,,0,1,1,1,1,1,0,68,1
41281,,0,1,1,1,1,1,0,102,1
78645,,8,0,8,0,0,0,0,102,1
93899,,0,2,2,1,1,1,0,102,1
24206,,0,1,1,1,1,1,0,102,1
90403,,0,1,1,1,1,1,0,102,1
68454,,0,1,1,1,1,1,0,102,1
48951,,0,1,1,1,1,1,0,102,1
82824,,1,2,3,1,1,1,14,102,1
48958,,0,1,1,1,1,1,0,102,1
54247,,0,1,1,1,1,1,0,39,1
7154,,14,0,14,0,0,0,0,39,1
62503,,1,2,3,1,1,1,20,39,1
92251,,0,1,1,1,1,1,0,39,1
93514,,0,1,1,1,1,1,0,39,1
63299,,0,1,1,1,1,1,0,39,1
25358,,0,1,1,1,1,1,0,39,1
52473,,0,1,1,1,1,1,0,39,1
370,,0,1,1,1,1,1,0,39,1
21675,,1,2,3,2,0.75,0.833333,3,39,1
96792,,0,1,1,1,1,1,0,39,1
3750,,0,1,1,1,1,1,0,39,1
45647,,0,1,1,1,1,1,0,39,1
95506,,0,1,1,1,1,1,0,39,1
81419,,0,1,1,1,1,1,0,125,1
65034,,8,0,8,0,0,0,0,125,1
126,,0,1,1,1,1,1,0,125,1
83376,,0,1,1,1,1,1,0,125,1
38812,,0,1,1,1,1,1,0,125,1
48147,,0,1,1,1,1,1,0,125,1
44541,,1,1,2,1,1,1,1,125,1
4834,,0,1,1,1,1,1,0,125,1
8522,,0,1,1,1,1,1,0,125,1
86479,,0,1,1,5,0.333333,0.456667,0,330,1
38287,,26,1,27,4,0.4,0.520833,112,330,1
56913,,0,1,1,5,0.333333,0.456667,0,330,1
26836,,0,1,1,5,0.333333,0.456667,0,330,1
91109,,0,1,1,5,0.333333,0.456667,0,330,1
85679,,0,1,1,5,0.333333,0.456667,0,330,1
57412,,0,1,1,5,0.333333,0.456667,0,330,1
29096,,0,1,1,5,0.333333,0.456667,0,330,1
57462,,0,1,1,5,0.333333,0.456667,0,330,1
65067,,1,1,2,5,0.333333,0.456667,5,330,1
46495,,0,1,1,5,0.333333,0.456667,0,330,1
14725,,0,1,1,5,0.333333,0.456667,0,330,1
33969,,0,1,1,5,0.333333,0.456667,0,330,1
32993,,0,1,1,5,0.333333,0.456667,0,330,1
53766,,0,1,1,5,0.333333,0.456667,0,330,1
42814,,0,1,1,5,0.333333,0.456667,0,330,1
48859,,0,1,1,5,0.333333,0.456667,0,330,1
21898,,0,1,1,5,0.333333,0.456667,0,330,1
49461,,0,1,1,5,0.333333,0.456667,0,330,1
67481,,1,2,3,5,0.375,0.547222,6,330,1
83004,,0,1,1,5,0.333333,0.456667,0,330,1
14687,,0,1,1,5,0.333333,0.456667,0,330,1
42935,,0,1,1,5,0.333333,0.456667,0,330,1
10858,,0,1,1,5,0.333333,0.456667,0,330,1
65058,,0,1,1,5,0.333333,0.456667,0,330,1
60271,,0,1,1,5,0.333333,0.456667,0,330,1
79614,,0,1,1,5,0.333333,0.456667,0,330,1
92735,,0,1,1,1,1,1,0,43,1
83623,,16,0,16,0,0,0,0,43,1
97074,,0,1,1,1,1,1,0,43,1
37326,,0,1,1,1,1,1,0,43,1
21926,,0,1,1,1,1,1,0,43,1
85456,,0,1,1,1,1,1,0,43,1
90794,,0,1,1,1,1,1,0,43,1
93255,,0,1,1,1,1,1,0,43,1
82671,,0,1,1,1,1,1,0,43,1
68803,,0,1,1,1,1,1,0,43,1
30482,,0,1,1,1,1,1,0,43,1
74580,,0,1,1,1,1,1,0,43,1
44320,,0,1,1,1,1,1,0,43,1
69533,,0,1,1,1,1,1,0,43,1
65055,,0,1,1,1,1,1,0,43,1
51111,,0,1,1,1,1,1,0,43,1
67214,,0,1,1,1,1,1,0,126,1
4411,,16,0,16,0,0,0,0,126,1
53803,,0,1,1,1,1,1,0,126,1
31471,,0,1,1,1,1,1,0,126,1
51804,,0,1,1,1,1,1,0,126,1
79827,,0,1,1,1,1,1,0,126,1
2321,,0,1,1,1,1,1,0,126,1
42155,,0,1,1,1,1,1,0,126,1
46618,,0,1,1,1,1,1,0,126,1
47284,,0,2,2,2,0.75,0.833333,0,126,1
50541,,0,1,1,1,1,1,0,126,1
13033,,1,1,2,1,1,1,1,126,1
494,,0,1,1,1,1,1,0,126,1
12800,,0,1,1,1,1,1,0,126,1
25802,,0,1,1,1,1,1,0,126,1
45667,,0,1,1,1,1,1,0,126,1
73314,,0,1,1,1,1,1,0,126,1
30549,,0,1,1,1,1,1,0,127,1
98825,,3,0,3,0,0,0,0,127,1
14896,,0,1,1,1,1,1,0,127,1
89480,,0,1,1,1,1,1,0,127,1
14631,,0,1,1,2,0.666667,0.75,0,1238,1
98176,,12,1,13,1,1,1,12,1238,1
75086,,0,1,1,2,0.666667,0.75,0,1238,1
56924,,0,1,1,2,0.666667,0.75,0,1238,1
14205,,0,1,1,2,0.666667,0.75,0,1238,1
49960,,0,1,1,2,0.666667,0.75,0,1238,1
81592,,0,1,1,2,0.666667,0.75,0,1238,1
57002,,0,1,1,2,0.666667,0.75,0,1238,1
6328,,0,1,1,2,0.666667,0.75,0,1238,1
88494,,0,1,1,2,0.666667,0.75,0,1238,1
33325,,0,1,1,2,0.666667,0.75,0,1238,1
7461,,0,1,1,2,0.666667,0.75,0,1238,1
78552,,0,1,1,2,0.666667,0.75,0,1238,1
53575,,0,1,1,1,1,1,0,375,1
66168,,16,0,16,0,0,0,0,375,1
38115,,0,1,1,1,1,1,0,375,1
36283,,0,1,1,1,1,1,0,375,1
49940,,0,1,1,1,1,1,0,375,1
64543,,0,1,1,1,1,1,0,375,1
68489,,0,1,1,1,1,1,0,375,1
71420,,0,1,1,1,1,1,0,375,1
30719,,0,1,1,1,1,1,0,375,1
39583,,0,1,1,1,1,1,0,375,1
41093,,0,1,1,1,1,1,0,375,1
93513,,0,2,2,1,1,1,0,375,1
32812,,0,1,1,1,1,1,0,375,1
6977,,0,1,1,1,1,1,0,375,1
71125,,0,1,1,3,0.5,0.611111,0,26,1
5914,,19,1,20,2,0.666667,0.75,42,26,1
71584,,0,1,1,3,0.5,0.611111,0,26,1
71112,,0,1,1,3,0.5,0.611111,0,26,1
26992,,0,1,1,3,0.5,0.611111,0,26,1
87342,,0,1,1,3,0.5,0.611111,0,26,1
91150,,0,1,1,3,0.5,0.611111,0,26,1
55520,,0,1,1,3,0.5,0.611111,0,26,1
93894,,0,1,1,3,0.5,0.611111,0,26,1
57943,,0,1,1,3,0.5,0.611111,0,26,1
74020,,0,1,1,3,0.5,0.611111,0,26,1
94411,,0,1,1,3,0.5,0.611111,0,26,1
59146,,1,1,2,3,0.5,0.611111,6,26,1
6615,,0,1,1,3,0.5,0.611111,0,26,1
29728,,0,1,1,3,0.5,0.611111,0,26,1
5547,,0,1,1,3,0.5,0.611111,0,26,1
21844,,0,1,1,3,0.5,0.611111,0,26,1
66633,,0,1,1,3,0.5,0.611111,0,26,1
25159,,0,1,1,3,0.5,0.611111,0,26,1
60252,,0,1,1,3,0.5,0.611111,0,26,1
37272,,0,1,1,1,1,1,0,677,1
25226,,14,0,14,0,0,0,0,677,1
71441,,0,1,1,1,1,1,0,677,1
96451,,0,1,1,1,1,1,0,677,1
61956,,0,1,1,1,1,1,0,677,1
25846,,1,1,2,1,1,1,1,677,1
47978,,0,1,1,1,1,1,0,677,1
57580,,0,1,1,1,1,1,0,677,1
76743,,0,1,1,1,1,1,0,677,1
45860,,0,1,1,1,1,1,0,677,1
96336,,0,1,1,1,1,1,0,677,1
73420,,0,1,1,1,1,1,0,677,1
87811,,0,1,1,1,1,1,0,677,1
6530,,0,1,1,1,1,1,0,677,1
61981,,0,1,1,1,1,1,0,677,1
57635,,0,1,1,1,1,1,0,358,1
19263,,26,0,26,0,0,0,0,358,1
87084,,0,1,1,1,1,1,0,358,1
32751,,0,1,1,1,1,1,0,358,1
95609,,0,1,1,1,1,1,0,358,1
38217,,1,1,2,1,1,1,1,358,1
72809,,0,1,1,1,1,1,0,358,1
25035,,0,1,1,1,1,1,0,358,1
1368,,0,1,1,1,1,1,0,358,1
37249,,0,1,1,1,1,1,0,358,1
61463,,0,1,1,1,1,1,0,358,1
83846,,0,1,1,1,1,1,0,358,1
96741,,0,1,1,1,1,1,0,358,1
49691,,0,1,1,1,1,1,0,358,1
70384,,0,1,1,1,1,1,0,358,1
28608,,0,2,2,1,1,1,0,358,1
45875,,0,1,1,1,1,1,0,358,1
95329,,0,1,1,1,1,1,0,358,1
14037,,0,1,1,1,1,1,0,358,1
70035,,0,1,1,1,1,1,0,358,1
28501,,0,1,1,1,1,1,0,358,1
64062,,0,1,1,1,1,1,0,358,1
54130,,0,1,1,1,1,1,0,358,1
25899,,0,1,1,1,1,1,0,358,1
80983,,0,1,1,1,1,1,0,358,1
62984,,0,1,1,1,1,1,0,500,1
63042,,19,0,19,0,0,0,0,500,1
56101,,0,1,1,1,1,1,0,500,1
76127,,0,1,1,1,1,1,0,500,1
32915,,0,1,1,1,1,1,0,500,1
30738,,0,1,1,1,1,1,0,500,1
11570,,0,1,1,1,1,1,0,500,1
45316,,0,1,1,1,1,1,0,500,1
71387,,0,1,1,1,1,1,0,500,1
77677,,0,1,1,1,1,1,0,500,1
10563,,0,1,1,1,1,1,0,500,1
69606,,1,1,2,1,1,1,1,22,1
85695,,0,1,1,1,1,1,0,500,1
58187,,0,1,1,1,1,1,0,500,1
63401,,0,1,1,1,1,1,0,500,1
91500,,0,1,1,1,1,1,0,500,1
77500,,0,1,1,1,1,1,0,500,1
67230,,0,1,1,1,1,1,0,500,1
89837,,0,1,1,1,1,1,0,723,1
25873,,15,0,15,0,0,0,0,723,1
32633,,0,1,1,1,1,1,0,723,1
43844,,0,1,1,1,1,1,0,723,1
82724,,0,1,1,1,1,1,0,723,1
77268,,0,1,1,1,1,1,0,723,1
3683,,0,1,1,1,1,1,0,723,1
44826,,0,1,1,1,1,1,0,723,1
64616,,0,1,1,1,1,1,0,723,1
26669,,0,1,1,1,1,1,0,723,1
74638,,1,1,2,1,1,1,1,723,1
28612,,0,1,1,1,1,1,0,723,1
11968,,0,1,1,1,1,1,0,723,1
28998,,0,1,1,1,1,1,0,723,1
46533,,0,1,1,1,1,1,0,723,1
14319,,0,1,1,1,1,1,0,723,1
3195,,0,1,1,1,1,1,0,360,1
89889,,9,0,9,0,0,0,0,360,1
26976,,0,1,1,1,1,1,0,360,1
52200,,0,1,1,1,1,1,0,360,1
50500,,0,1,1,1,1,1,0,360,1
39445,,0,1,1,1,1,1,0,360,1
47244,,0,1,1,1,1,1,0,360,1
73151,,0,1,1,1,1,1,0,360,1
43875,,0,1,1,1,1,1,0,360,1
68500,,0,1,1,1,1,1,0,78,1
96957,,12,0,12,0,0,0,0,78,1
74287,,0,1,1,1,1,1,0,78,1
31118,,0,1,1,1,1,1,0,78,1
74294,,0,1,1,1,1,1,0,78,1
27324,,0,1,1,1,1,1,0,78,1
14521,,0,1,1,1,1,1,0,78,1
89872,,2,1,3,1,1,1,4,78,1
18349,,0,1,1,1,1,1,0,78,1
11217,,0,1,1,1,1,1,0,78,1
73254,,0,1,1,1,1,1,0,78,1
44704,,0,1,1,1,1,1,0,78,1
87983,,0,1,1,1,1,1,0,358,1
27591,,20,0,20,0,0,0,0,358,1
40923,,0,1,1,1,1,1,0,358,1
96718,,0,1,1,1,1,1,0,358,1
83162,,1,1,2,1,1,1,6,358,1
55400,,0,1,1,1,1,1,0,358,1
37943,,0,1,1,1,1,1,0,358,1
41245,,0,1,1,1,1,1,0,358,1
26207,,1,1,2,1,1,1,1,358,1
89247,,0,1,1,1,1,1,0,358,1
10735,,0,1,1,1,1,1,0,358,1
96159,,0,1,1,1,1,1,0,358,1
96173,,0,1,1,1,1,1,0,358,1
66250,,0,1,1,1,1,1,0,358,1
15455,,0,1,1,1,1,1,0,358,1
5557,,0,1,1,1,1,1,0,358,1
6468,,0,1,1,1,1,1,0,358,1
53485,,0,1,1,1,1,1,0,358,1
72553,,0,1,1,1,1,1,0,358,1
58457,,0,1,1,1,1,1,0,358,1
50367,,0,2,2,1,1,1,0,128,1
32462,,9,0,9,0,0,0,0,128,1
20737,,0,1,1,1,1,1,0,128,1
69826,,0,1,1,1,1,1,0,128,1
23107,,0,1,1,1,1,1,0,128,1
43005,,0,1,1,1,1,1,0,128,1
79126,,0,1,1,1,1,1,0,128,1
76980,,0,1,1,1,1,1,0,128,1
6100,,0,1,1,1,1,1,0,128,1
28058,,0,1,1,1,1,1,0,128,1
98120,,0,1,1,1,1,1,0,842,1
9962,,16,0,16,0,0,0,0,842,1
49746,,0,1,1,1,1,1,0,842,1
1798,,0,1,1,1,1,1,0,842,1
12831,,0,1,1,1,1,1,0,842,1
14307,,0,1,1,1,1,1,0,842,1
76936,,0,1,1,1,1,1,0,842,1
6404,,0,1,1,1,1,1,0,842,1
36935,,0,1,1,1,1,1,0,842,1
56119,,0,1,1,1,1,1,0,842,1
18580,,0,1,1,1,1,1,0,842,1
40933,,0,1,1,1,1,1,0,842,1
44924,,0,1,1,1,1,1,0,842,1
86902,,0,1,1,1,1,1,0,842,1
99230,,0,1,1,1,1,1,0,842,1
82600,,1,1,2,1,1,1,1,842,1
28279,,0,1,1,1,1,1,0,842,1
39978,,0,1,1,1,1,1,0,610,1
26878,,18,0,18,0,0,0,0,610,1
39730,,0,1,1,1,1,1,0,610,1
3597,,0,1,1,1,1,1,0,610,1
90266,,0,1,1,1,1,1,0,610,1
25889,,1,2,3,5,0.46875,0.509444,30,610,1
94222,,0,1,1,1,1,1,0,610,1
85578,,0,1,1,1,1,1,0,610,1
49421,,0,1,1,1,1,1,0,610,1
99071,,0,1,1,1,1,1,0,610,1
51557,,0,1,1,1,1,1,0,610,1
7552,,0,1,1,1,1,1,0,610,1
92383,,0,1,1,1,1,1,0,610,1
72543,,0,1,1,1,1,1,0,610,1
45641,,0,1,1,1,1,1,0,610,1
24360,,0,1,1,1,1,1,0,610,1
80311,,0,1,1,1,1,1,0,610,1
31731,,0,1,1,1,1,1,0,610,1
23428,,0,1,1,1,1,1,0,610,1
55837,,0,1,1,3,0.5,0.611111,0,395,1
63653,,14,1,15,2,0.666667,0.75,42,395,1
90631,,0,1,1,3,0.5,0.611111,0,395,1
5993,,0,1,1,3,0.5,0.611111,0,395,1
58690,,1,2,3,21,0.108974,0.202058,204,395,1
72412,,0,1,1,3,0.5,0.611111,0,395,1
98192,,0,1,1,3,0.5,0.611111,0,395,1
63426,,0,1,1,3,0.5,0.611111,0,395,1
31396,,0,1,1,3,0.5,0.611111,0,395,1
78286,,0,1,1,3,0.5,0.611111,0,395,1
55213,,0,1,1,3,0.5,0.611111,0,395,1
8843,,0,1,1,3,0.5,0.611111,0,395,1
16680,,0,1,1,3,0.5,0.611111,0,395,1
57748,,0,1,1,3,0.5,0.611111,0,395,1
28445,,0,1,1,1,1,1,0,610,1
27493,,24,0,24,0,0,0,0,610,1
96152,,0,1,1,1,1,1,0,610,1
38308,,0,1,1,1,1,1,0,610,1
35753,,0,1,1,1,1,1,0,610,1
67001,,0,1,1,1,1,1,0,610,1
56438,,0,1,1,1,1,1,0,610,1
37408,,0,1,1,1,1,1,0,610,1
38437,,0,2,2,1,1,1,0,610,1
70126,,0,1,1,1,1,1,0,610,1
94816,,0,1,1,1,1,1,0,610,1
49536,,0,1,1,1,1,1,0,610,1
96699,,0,1,1,1,1,1,0,610,1
46904,,0,1,1,1,1,1,0,610,1
38870,,1,1,2,1,1,1,2,610,1
31125,,0,1,1,1,1,1,0,610,1
25788,,0,3,3,1,1,1,0,610,1
59285,,0,1,1,1,1,1,0,610,1
60939,,0,2,2,2,0.75,0.833333,0,610,1
80365,,0,1,1,1,1,1,0,610,1
1829,,0,1,1,1,1,1,0,610,1
59447,,0,1,1,1,1,1,0,610,1
47522,,0,1,1,1,1,1,0,610,1
24453,,0,1,1,1,1,1,0,610,1
35251,,0,1,1,2,0.666667,0.75,0,83,1
87964,,20,1,21,1,1,1,37,83,1
53842,,0,1,1,2,0.666667,0.75,0,83,1
60256,,0,1,1,2,0.666667,0.75,0,83,1
11933,,0,1,1,2,0.666667,0.75,0,83,1
88350,,0,1,1,2,0.666667,0.75,0,83,1
41737,,0,1,1,2,0.666667,0.75,0,83,1
19805,,0,1,1,2,0.666667,0.75,0,83,1
74945,,0,1,1,2,0.666667,0.75,0,83,1
22642,,0,1,1,2,0.666667,0.75,0,83,1
81196,,0,1,1,2,0.666667,0.75,0,83,1
47453,,0,1,1,2,0.666667,0.75,0,83,1
68691,,0,1,1,2,0.666667,0.75,0,83,1
93131,,0,1,1,2,0.666667,0.75,0,83,1
44596,,0,1,1,2,0.666667,0.75,0,83,1
15598,,0,1,1,2,0.666667,0.75,0,83,1
22526,,0,1,1,2,0.666667,0.75,0,83,1
29417,,0,1,1,2,0.666667,0.75,0,83,1
26940,,0,1,1,2,0.666667,0.75,0,83,1
38089,,0,1,1,2,0.666667,0.75,0,83,1
14326,,0,1,1,1,1,1,0,129,1
88330,,17,0,17,0,0,0,0,129,1
89856,,0,1,1,1,1,1,0,129,1
60624,,0,1,1,1,1,1,0,129,1
57976,,0,1,1,1,1,1,0,129,1
75036,,0,1,1,1,1,1,0,129,1
47318,,0,1,1,1,1,1,0,129,1
63332,,0,1,1,1,1,1,0,129,1
57106,,0,1,1,1,1,1,0,129,1
4427,,0,1,1,1,1,1,0,129,1
40000,,0,1,1,1,1,1,0,129,1
28424,,0,1,1,1,1,1,0,129,1
16779,,0,1,1,1,1,1,0,129,1
91955,,1,1,2,1,1,1,2,129,1
47216,,0,1,1,1,1,1,0,129,1
41470,,0,1,1,1,1,1,0,129,1
7588,,0,1,1,1,1,1,0,129,1
41012,,1,1,2,1,1,1,1,129,1
97783,,1,2,3,4,0.469388,0.51087,46,348,0
4023,,1,0,1,0,0,0,0,348,0
84689,,0,1,1,1,1,1,0,130,0
83853,,1,0,1,0,0,0,0,130,0
17871,,0,1,1,1,1,1,0,131,0
38130,,1,0,1,0,0,0,0,131,0
38674,,0,1,1,1,1,1,0,132,0
68743,,1,0,1,0,0,0,0,132,0
20034,,0,1,1,1,1,1,0,133,0
28191,,1,0,1,0,0,0,0,133,0
96809,,0,1,1,1,1,1,0,134,0
57445,,1,0,1,0,0,0,0,134,0
66119,,1,1,2,1,1,1,2,135,0
51514,,1,0,1,0,0,0,0,135,0
66068,,0,1,1,1,1,1,0,136,0
63020,,1,0,1,0,0,0,0,136,0
55381,,0,1,1,1,1,1,0,137,0
67024,,1,0,1,0,0,0,0,137,0
66175,,0,1,1,3,0.5,0.611111,0,303,0
66398,,1,1,2,2,0.666667,0.75,2,303,0
85581,,1,2,3,2,0.75,0.833333,30,138,0
43137,,1,1,2,1,1,1,11,138,0
40304,,0,2,2,1,1,1,0,139,0
15124,,1,0,1,0,0,0,0,139,0
48079,,0,1,1,1,1,1,0,140,0
75704,,1,0,1,0,0,0,0,140,0
29644,,0,1,1,1,1,1,0,500,0
56525,,2,0,2,0,0,0,0,500,0
75084,,0,1,1,1,1,1,0,737,0
83061,,2,0,2,0,0,0,0,737,0
7060,,0,1,1,1,1,1,0,141,0
48201,,1,0,1,0,0,0,0,141,0
32824,,1,0,1,0,0,0,0,610,0
8928,,0,2,2,22,0.179688,0.313048,0,375,0
75523,,1,1,2,7,0.369048,0.441167,31,375,0
11501,,0,1,1,1,1,1,0,142,0
1552,,1,0,1,0,0,0,0,142,0
75768,,0,1,1,1,1,1,0,143,0
76404,,1,0,1,0,0,0,0,143,0
40057,,0,1,1,2,0.666667,0.75,0,657,0
98812,,1,1,2,1,1,1,1,657,0
57518,,0,1,1,1,1,1,0,144,0
55473,,1,0,1,0,0,0,0,144,0
78355,,0,1,1,1,1,1,0,145,0
15944,,1,0,1,0,0,0,0,145,0
42836,,0,1,1,1,1,1,0,146,0
72914,,1,0,1,0,0,0,0,146,0
97040,,0,1,1,1,1,1,0,147,0
41105,,1,0,1,0,0,0,0,147,0
54070,,0,1,1,1,1,1,0,148,0
63390,,1,0,1,0,0,0,0,148,0
22224,,0,1,1,1,1,1,0,149,0
16865,,1,0,1,0,0,0,0,149,0
81073,,0,1,1,1,1,1,0,150,0
80378,,1,0,1,0,0,0,0,150,0
48320,,1,1,2,1,1,1,4,10,0
53052,,2,0,2,0,0,0,0,10,0
67846,,0,1,1,1,1,1,0,151,0
47939,,1,0,1,0,0,0,0,151,0
38488,,0,1,1,1,1,1,0,152,0
71314,,1,0,1,0,0,0,0,152,0
97639,,0,1,1,1,1,1,0,153,0
93735,,1,0,1,0,0,0,0,153,0
93262,,0,1,1,1,1,1,0,154,0
18143,,1,0,1,0,0,0,0,154,0
45962,,0,1,1,1,1,1,0,155,0
34911,,1,0,1,0,0,0,0,155,0
26656,,0,1,1,1,1,1,0,156,0
33640,,1,0,1,0,0,0,0,156,0
95153,,1,0,1,0,0,0,0,500,0
99845,,0,1,1,1,1,1,0,157,0
56936,,1,0,1,0,0,0,0,157,0
8162,,0,1,1,1,1,1,0,158,0
46078,,1,0,1,0,0,0,0,158,0
74947,,0,1,1,1,1,1,0,159,0
63897,,1,0,1,0,0,0,0,159,0
28031,,0,2,2,21,0.094828,0.211153,0,19,0
94947,,1,0,1,0,0,0,0,19,0
39556,,0,1,1,1,1,1,0,160,0
29909,,1,0,1,0,0,0,0,160,0
84746,,3,1,4,3,0.5,0.611111,15,96,0
92379,,0,1,1,1,1,1,0,161,0
