typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
transfer,45667,4411,28454171,2019-02-22 08:30:00,1,type3
transfer,73314,4411,28454171,2019-07-02 12:09:00,1,type3
transfer,30549,98825,132698034,2019-05-02 13:18:00,1,type3
transfer,14896,98825,132698034,2019-06-26 15:02:00,1,type3
transfer,89480,98825,132698035,2019-07-16 15:20:00,1,type3
transfer,14631,98176,29922522,2019-04-22 12:38:00,1,type3
transfer,75086,98176,29922522,2019-03-02 13:38:00,1,type3
transfer,56924,98176,29922522,2019-02-25 08:06:00,1,type3
transfer,14205,98176,29922522,2019-04-16 08:30:00,1,type3
transfer,49960,98176,29922522,2019-04-25 15:54:00,1,type3
transfer,81592,98176,29922523,2019-06-06 11:22:00,1,type3
transfer,57002,98176,29922523,2019-06-09 15:56:00,1,type3
transfer,6328,98176,29922523,2019-04-30 12:26:00,1,type3
transfer,88494,98176,29922523,2019-07-11 12:23:00,1,type3
transfer,33325,98176,29922523,2019-04-01 09:14:00,1,type3
transfer,7461,98176,29922523,2019-07-05 09:39:00,1,type3
transfer,78552,98176,29922523,2019-06-20 15:21:00,1,type3
transfer,53575,66168,38762762,2019-03-26 14:39:00,1,type3
transfer,38115,66168,38762762,2019-07-02 15:35:00,1,type3
transfer,36283,66168,38762762,2019-03-01 13:54:00,1,type3
transfer,49940,66168,38762762,2019-03-04 15:21:00,1,type3
transfer,64543,66168,38762762,2019-07-05 13:27:00,1,type3
transfer,68489,66168,38762762,2019-05-09 11:59:00,1,type3
transfer,71420,66168,38762762,2019-07-10 09:17:00,1,type3
transfer,81221,66168,38762762,2019-06-05 15:24:00,1,type3
transfer,30719,66168,38762762,2019-05-01 09:22:00,1,type3
transfer,39583,66168,38762762,2019-07-18 15:01:00,1,type3
transfer,41093,66168,38762762,2019-03-10 09:11:00,1,type3
transfer,93513,66168,38762762,2019-06-27 13:34:00,1,type3
transfer,32812,66168,38762762,2019-05-03 10:13:00,1,type3
transfer,6977,66168,38762763,2019-05-14 08:14:00,1,type3
transfer,80710,66168,38762763,2019-06-23 15:03:00,1,type3
transfer,71125,5914,48844757,2019-05-01 13:34:00,1,type3
transfer,71584,5914,48844758,2019-06-21 15:42:00,1,type3
transfer,71112,5914,48844758,2019-02-24 15:21:00,1,type3
transfer,26992,5914,48844758,2019-04-25 13:34:00,1,type3
transfer,87342,5914,48844758,2019-05-05 10:43:00,1,type3
transfer,91150,5914,48844758,2019-03-06 11:33:00,1,type3
transfer,55520,5914,48844758,2019-04-05 13:09:00,1,type3
transfer,93894,5914,48844758,2019-05-02 15:05:00,1,type3
transfer,57943,5914,48844758,2019-03-15 15:46:00,1,type3
transfer,74020,5914,48844758,2019-06-23 12:24:00,1,type3
transfer,94411,5914,48844758,2019-04-06 10:34:00,1,type3
transfer,59146,5914,48844758,2019-07-04 14:43:00,1,type3
transfer,6615,5914,48844758,2019-04-01 08:55:00,1,type3
transfer,29728,5914,48844758,2019-02-27 10:20:00,1,type3
transfer,5547,5914,48844758,2019-03-18 09:16:00,1,type3
transfer,21844,5914,48844758,2019-07-10 13:16:00,1,type3
transfer,66633,5914,48844758,2019-03-18 13:09:00,1,type3
transfer,25159,5914,48844758,2019-03-01 10:58:00,1,type3
transfer,60252,5914,48844758,2019-04-28 13:44:00,1,type3
transfer,37272,25226,42130522,2019-05-16 09:32:00,1,type3
transfer,71441,25226,42130522,2019-04-29 09:04:00,1,type3
transfer,96451,25226,42130522,2019-03-05 08:16:00,1,type3
transfer,61956,25226,42130522,2019-05-19 08:19:00,1,type3
transfer,25846,25226,42130523,2019-05-25 13:09:00,1,type3
transfer,47978,25226,42130523,2019-03-08 08:58:00,1,type3
transfer,57580,25226,42130523,2019-05-09 12:33:00,1,type3
transfer,76743,25226,42130523,2019-03-14 11:09:00,1,type3
transfer,45860,25226,42130523,2019-07-08 15:00:00,1,type3
transfer,96336,25226,42130523,2019-04-09 11:11:00,1,type3
transfer,73420,25226,42130523,2019-04-14 15:53:00,1,type3
transfer,87811,25226,42130523,2019-05-24 14:26:00,1,type3
transfer,6530,25226,42130523,2019-04-11 15:53:00,1,type3
transfer,61981,25226,42130523,2019-05-26 09:18:00,1,type3
transfer,57635,19263,13466086,2019-04-01 11:14:00,1,type3
transfer,87084,19263,13466086,2019-06-13 10:24:00,1,type3
transfer,32751,19263,13466086,2019-06-12 10:55:00,1,type3
transfer,95609,19263,13466086,2019-03-21 14:51:00,1,type3
transfer,38217,19263,13466086,2019-07-05 08:19:00,1,type3
transfer,72809,19263,13466086,2019-04-09 10:08:00,1,type3
transfer,25035,19263,13466087,2019-06-10 11:09:00,1,type3
transfer,1368,19263,13466087,2019-03-06 11:34:00,1,type3
transfer,37249,19263,13466087,2019-06-03 14:43:00,1,type3
transfer,61463,19263,13466087,2019-04-05 12:15:00,1,type3
transfer,83846,19263,13466087,2019-02-28 11:52:00,1,type3
transfer,96741,19263,13466087,2019-04-29 09:40:00,1,type3
transfer,84460,19263,13466087,2019-06-01 13:20:00,1,type3
transfer,49691,19263,13466087,2019-06-08 08:38:00,1,type3
transfer,70384,19263,13466087,2019-05-24 15:56:00,1,type3
transfer,28608,19263,13466087,2019-02-28 12:54:00,1,type3
transfer,45875,19263,13466087,2019-04-16 15:24:00,1,type3
transfer,95329,19263,13466087,2019-03-01 09:07:00,1,type3
transfer,14037,19263,13466087,2019-04-11 10:04:00,1,type3
transfer,70035,19263,13466087,2019-03-03 10:31:00,1,type3
transfer,28501,19263,13466087,2019-03-21 12:47:00,1,type3
transfer,64062,19263,13466087,2019-02-21 08:02:00,1,type3
transfer,54130,19263,13466087,2019-04-24 13:56:00,1,type3
transfer,25899,19263,13466087,2019-04-17 15:51:00,1,type3
transfer,80983,19263,13466087,2019-06-05 10:17:00,1,type3
transfer,62984,63042,20925275,2019-06-04 12:10:00,1,type3
transfer,56101,63042,20925275,2019-02-26 15:14:00,1,type3
transfer,76127,63042,20925276,2019-02-26 10:07:00,1,type3
transfer,32915,63042,20925276,2019-07-12 09:57:00,1,type3
transfer,30738,63042,20925276,2019-05-28 13:07:00,1,type3
transfer,11570,63042,20925276,2019-03-11 15:23:00,1,type3
transfer,45316,63042,20925276,2019-05-19 15:32:00,1,type3
transfer,71387,63042,20925276,2019-04-14 15:27:00,1,type3
transfer,77677,63042,20925276,2019-06-08 13:27:00,1,type3
transfer,87335,63042,20925276,2019-07-11 09:55:00,1,type3
transfer,10563,63042,20925276,2019-03-05 10:46:00,1,type3
transfer,69606,63042,20925276,2019-06-07 12:50:00,1,type3
transfer,85695,63042,20925276,2019-04-27 10:32:00,1,type3
transfer,58187,63042,20925276,2019-05-01 10:55:00,1,type3
transfer,63401,63042,20925276,2019-05-23 12:05:00,1,type3
transfer,91500,63042,20925276,2019-06-28 15:25:00,1,type3
transfer,77500,63042,20925276,2019-02-21 15:51:00,1,type3
transfer,67230,63042,20925276,2019-06-01 15:40:00,1,type3
transfer,89837,25873,33182186,2019-03-24 12:56:00,1,type3
transfer,32633,25873,33182187,2019-05-22 15:36:00,1,type3
transfer,43844,25873,33182187,2019-03-07 15:18:00,1,type3
transfer,82724,25873,33182187,2019-06-14 12:18:00,1,type3
transfer,77268,25873,33182187,2019-03-28 09:39:00,1,type3
transfer,3683,25873,33182187,2019-05-27 14:34:00,1,type3
transfer,44826,25873,33182187,2019-06-05 14:40:00,1,type3
transfer,64616,25873,33182187,2019-05-04 12:54:00,1,type3
transfer,26669,25873,33182187,2019-06-30 08:01:00,1,type3
transfer,74638,25873,33182187,2019-04-06 15:52:00,1,type3
transfer,28612,25873,33182187,2019-03-07 12:22:00,1,type3
transfer,11968,25873,33182187,2019-05-24 09:44:00,1,type3
transfer,28998,25873,33182187,2019-06-24 12:13:00,1,type3
transfer,46533,25873,33182187,2019-04-13 13:11:00,1,type3
transfer,14319,25873,33182187,2019-05-03 10:20:00,1,type3
transfer,3195,89889,13284785,2019-04-25 14:34:00,1,type3
transfer,26976,89889,13284785,2019-04-13 12:14:00,1,type3
transfer,52200,89889,13284785,2019-04-21 13:48:00,1,type3
transfer,50500,89889,13284785,2019-06-16 13:15:00,1,type3
transfer,39445,89889,13284785,2019-03-01 14:46:00,1,type3
transfer,47244,89889,13284785,2019-03-02 10:24:00,1,type3
transfer,44516,89889,13284785,2019-05-03 10:23:00,1,type3
transfer,73151,89889,13284785,2019-07-13 15:45:00,1,type3
transfer,43875,89889,13284785,2019-06-11 11:45:00,1,type3
transfer,68500,96957,75930699,2019-04-16 11:22:00,1,type3
transfer,74287,96957,75930699,2019-04-09 08:24:00,1,type3
transfer,31118,96957,75930699,2019-03-26 14:53:00,1,type3
transfer,74294,96957,75930699,2019-02-21 12:43:00,1,type3
transfer,27324,96957,75930699,2019-03-26 08:42:00,1,type3
transfer,14521,96957,75930699,2019-07-08 10:23:00,1,type3
transfer,18994,96957,75930699,2019-06-27 08:58:00,1,type3
transfer,89872,96957,75930699,2019-04-28 14:37:00,1,type3
transfer,18349,96957,75930699,2019-06-11 15:02:00,1,type3
transfer,11217,96957,75930699,2019-03-05 13:35:00,1,type3
transfer,73254,96957,75930699,2019-03-03 15:56:00,1,type3
transfer,44704,96957,75930700,2019-05-25 15:50:00,1,type3
transfer,87983,27591,35182808,2019-07-04 15:46:00,1,type3
transfer,40923,27591,35182809,2019-06-07 10:33:00,1,type3
transfer,96718,27591,35182809,2019-04-05 11:50:00,1,type3
transfer,83162,27591,35182809,2019-06-29 14:22:00,1,type3
transfer,55400,27591,35182809,2019-06-02 11:45:00,1,type3
transfer,37943,27591,35182809,2019-05-30 12:06:00,1,type3
transfer,41245,27591,35182809,2019-05-14 09:15:00,1,type3
transfer,86129,27591,35182809,2019-06-12 12:48:00,1,type3
transfer,26207,27591,35182809,2019-06-09 14:32:00,1,type3
transfer,89247,27591,35182809,2019-07-18 12:23:00,1,type3
transfer,10735,27591,35182809,2019-04-29 08:50:00,1,type3
transfer,96159,27591,35182809,2019-03-02 08:05:00,1,type3
transfer,96173,27591,35182809,2019-06-18 09:30:00,1,type3
transfer,66250,27591,35182809,2019-02-24 08:30:00,1,type3
transfer,15455,27591,35182809,2019-04-27 09:35:00,1,type3
transfer,5557,27591,35182809,2019-03-31 14:49:00,1,type3
transfer,6468,27591,35182809,2019-02-24 09:59:00,1,type3
transfer,53485,27591,35182809,2019-04-19 08:35:00,1,type3
transfer,72553,27591,35182809,2019-05-11 15:30:00,1,type3
transfer,58457,27591,35182809,2019-06-05 13:36:00,1,type3
transfer,50367,32462,81994960,2019-03-20 11:53:00,1,type3
transfer,20737,32462,81994960,2019-04-29 13:27:00,1,type3
transfer,69826,32462,81994960,2019-04-22 11:14:00,1,type3
transfer,23107,32462,81994960,2019-05-06 12:35:00,1,type3
transfer,43005,32462,81994960,2019-07-01 14:53:00,1,type3
transfer,79126,32462,81994960,2019-05-28 08:52:00,1,type3
transfer,76980,32462,81994960,2019-02-21 12:41:00,1,type3
transfer,6100,32462,81994960,2019-05-06 11:33:00,1,type3
transfer,28058,32462,81994960,2019-06-29 11:48:00,1,type3
transfer,98120,9962,54887616,2019-04-14 13:35:00,1,type3
transfer,49746,9962,54887616,2019-04-19 14:47:00,1,type3
transfer,1798,9962,54887616,2019-06-06 13:30:00,1,type3
transfer,12831,9962,54887616,2019-06-08 14:00:00,1,type3
transfer,14307,9962,54887616,2019-02-26 12:04:00,1,type3
transfer,76936,9962,54887616,2019-03-25 10:29:00,1,type3
transfer,6404,9962,54887616,2019-07-19 14:07:00,1,type3
transfer,36935,9962,54887616,2019-06-11 14:41:00,1,type3
transfer,56119,9962,54887616,2019-04-23 08:56:00,1,type3
transfer,18580,9962,54887616,2019-04-06 15:37:00,1,type3
transfer,40933,9962,54887616,2019-03-20 10:01:00,1,type3
transfer,44924,9962,54887616,2019-06-16 10:54:00,1,type3
transfer,86902,9962,54887616,2019-07-01 13:48:00,1,type3
transfer,99230,9962,54887617,2019-06-19 10:11:00,1,type3
transfer,82600,9962,54887617,2019-03-04 11:44:00,1,type3
transfer,28279,9962,54887617,2019-06-19 10:04:00,1,type3
transfer,39978,26878,45800195,2019-05-27 13:59:00,1,type3
transfer,39730,26878,45800195,2019-02-23 15:21:00,1,type3
transfer,3597,26878,45800195,2019-05-10 13:06:00,1,type3
transfer,90266,26878,45800195,2019-04-08 13:49:00,1,type3
transfer,25889,26878,45800195,2019-06-21 15:07:00,1,type3
transfer,94222,26878,45800195,2019-06-04 13:05:00,1,type3
transfer,85578,26878,45800196,2019-03-10 15:13:00,1,type3
transfer,49421,26878,45800196,2019-05-01 13:40:00,1,type3
transfer,99071,26878,45800196,2019-05-24 15:57:00,1,type3
transfer,51557,26878,45800196,2019-06-20 09:39:00,1,type3
transfer,7552,26878,45800196,2019-06-20 12:57:00,1,type3
transfer,92383,26878,45800196,2019-05-01 14:33:00,1,type3
transfer,72543,26878,45800196,2019-03-23 15:06:00,1,type3
transfer,45641,26878,45800196,2019-02-27 09:54:00,1,type3
transfer,24360,26878,45800196,2019-02-25 09:50:00,1,type3
transfer,80311,26878,45800196,2019-03-27 15:37:00,1,type3
transfer,31731,26878,45800196,2019-04-02 09:03:00,1,type3
transfer,23428,26878,45800196,2019-06-15 09:20:00,1,type3
transfer,55837,63653,46191677,2019-02-22 10:34:00,1,type3
transfer,90631,63653,46191677,2019-03-07 13:16:00,1,type3
transfer,5993,63653,46191677,2019-03-16 09:41:00,1,type3
transfer,58690,63653,46191677,2019-07-18 11:56:00,1,type3
transfer,72412,63653,46191678,2019-07-06 15:21:00,1,type3
transfer,98192,63653,46191678,2019-07-05 08:54:00,1,type3
transfer,63426,63653,46191678,2019-05-25 09:34:00,1,type3
transfer,31396,63653,46191678,2019-06-01 11:18:00,1,type3
transfer,78286,63653,46191678,2019-04-02 15:35:00,1,type3
transfer,55213,63653,46191678,2019-04-12 10:26:00,1,type3
transfer,8843,63653,46191678,2019-06-21 08:24:00,1,type3
transfer,16680,63653,46191678,2019-03-07 08:55:00,1,type3
transfer,57748,63653,46191678,2019-07-07 12:30:00,1,type3
transfer,28445,27493,31391205,2019-07-05 09:46:00,1,type3
transfer,96152,27493,31391205,2019-04-16 10:38:00,1,type3
transfer,38308,27493,31391205,2019-07-15 13:23:00,1,type3
transfer,35753,27493,31391205,2019-03-21 12:51:00,1,type3
transfer,67001,27493,31391206,2019-05-17 12:31:00,1,type3
transfer,56438,27493,31391206,2019-05-16 12:14:00,1,type3
transfer,37408,27493,31391206,2019-07-19 13:04:00,1,type3
transfer,38437,27493,31391206,2019-07-01 10:10:00,1,type3
transfer,70126,27493,31391206,2019-04-25 13:54:00,1,type3
transfer,94816,27493,31391206,2019-07-16 14:27:00,1,type3
transfer,49536,27493,31391206,2019-05-05 08:51:00,1,type3
transfer,96699,27493,31391206,2019-03-22 10:09:00,1,type3
transfer,46904,27493,31391206,2019-05-04 10:02:00,1,type3
transfer,38870,27493,31391206,2019-04-08 10:05:00,1,type3
transfer,31125,27493,31391206,2019-07-05 09:48:00,1,type3
transfer,97517,27493,31391206,2019-05-18 11:56:00,1,type3
transfer,25788,27493,31391206,2019-03-31 08:37:00,1,type3
transfer,59285,27493,31391206,2019-03-28 14:31:00,1,type3
transfer,60939,27493,31391206,2019-04-16 15:53:00,1,type3
transfer,80365,27493,31391206,2019-04-24 12:47:00,1,type3
transfer,1829,27493,31391206,2019-03-01 12:06:00,1,type3
transfer,59447,27493,31391206,2019-04-22 15:46:00,1,type3
transfer,47522,27493,31391206,2019-05-13 11:56:00,1,type3
transfer,24453,27493,31391206,2019-06-28 08:15:00,1,type3
transfer,35251,87964,11472882,2019-05-26 13:48:00,1,type3
transfer,53842,87964,11472882,2019-06-06 08:35:00,1,type3
transfer,60256,87964,11472882,2019-07-08 10:38:00,1,type3
transfer,11933,87964,11472882,2019-05-09 15:21:00,1,type3
transfer,88350,87964,11472882,2019-05-28 15:21:00,1,type3
transfer,41737,87964,11472882,2019-03-06 10:30:00,1,type3
transfer,19805,87964,11472882,2019-05-13 11:33:00,1,type3
transfer,74945,87964,11472882,2019-03-26 13:47:00,1,type3
transfer,22642,87964,11472882,2019-05-19 10:58:00,1,type3
transfer,81196,87964,11472882,2019-06-20 09:08:00,1,type3
transfer,47453,87964,11472882,2019-02-23 13:25:00,1,type3
transfer,68691,87964,11472882,2019-04-08 12:04:00,1,type3
transfer,93131,87964,11472882,2019-04-07 08:43:00,1,type3
transfer,44596,87964,11472883,2019-03-30 08:37:00,1,type3
transfer,15598,87964,11472883,2019-02-26 11:11:00,1,type3
transfer,22526,87964,11472883,2019-02-27 11:16:00,1,type3
transfer,29417,87964,11472883,2019-07-17 10:01:00,1,type3
transfer,26940,87964,11472883,2019-05-17 12:56:00,1,type3
transfer,99433,87964,11472883,2019-02-26 09:52:00,1,type3
transfer,38089,87964,11472883,2019-03-06 15:20:00,1,type3
transfer,14326,88330,10518664,2019-04-21 12:20:00,1,type3
transfer,89856,88330,10518664,2019-05-09 10:29:00,1,type3
transfer,60624,88330,10518664,2019-04-03 11:56:00,1,type3
transfer,57976,88330,10518664,2019-04-26 09:23:00,1,type3
transfer,75036,88330,10518664,2019-07-09 12:23:00,1,type3
transfer,47318,88330,10518664,2019-06-04 10:24:00,1,type3
transfer,63332,88330,10518664,2019-04-09 10:30:00,1,type3
transfer,57106,88330,10518664,2019-03-16 15:23:00,1,type3
transfer,4427,88330,10518665,2019-07-01 14:54:00,1,type3
transfer,40000,88330,10518665,2019-05-07 10:53:00,1,type3
transfer,28424,88330,10518665,2019-04-03 10:56:00,1,type3
transfer,16779,88330,10518665,2019-04-17 14:10:00,1,type3
transfer,91955,88330,10518665,2019-07-15 08:20:00,1,type3
transfer,47216,88330,10518665,2019-02-26 08:20:00,1,type3
transfer,41470,88330,10518665,2019-02-23 13:33:00,1,type3
transfer,7588,88330,10518665,2019-05-15 09:53:00,1,type3
transfer,41012,88330,10518665,2019-05-21 11:14:00,1,type3
cash-in,97783,4023,97297372,2019-03-21 10:11:00,0,none
cash-in,84689,83853,86289728,2019-05-01 08:14:00,0,none
cash-in,17871,38130,85362182,2019-04-26 11:08:00,0,none
cash-in,38674,68743,19384383,2019-03-19 14:28:00,0,none
cash-in,20034,28191,5788396,2019-05-13 12:04:00,0,none
cash-in,96809,57445,93048,2019-05-16 10:29:00,0,none
cash-in,66119,51514,74258256,2019-03-27 08:57:00,0,none
cash-in,66068,63020,23810322,2019-07-09 11:40:00,0,none
cash-in,55381,67024,86620656,2019-04-03 13:02:00,0,none
cash-in,66175,66398,56060030,2019-07-04 11:56:00,0,none
cash-in,85581,43137,32681132,2019-03-15 09:01:00,0,none
cash-in,40304,15124,35290690,2019-02-24 11:21:00,0,none
cash-in,48079,75704,58239918,2019-07-14 09:01:00,0,none
cash-in,29644,56525,21066742,2019-05-25 08:07:00,0,none
cash-in,75084,83061,81220250,2019-03-20 11:42:00,0,none
cash-in,7060,48201,3757508,2019-04-26 12:05:00,0,none
cash-in,38437,32824,19428597,2019-04-18 11:14:00,0,none
cash-in,8928,75523,15265410,2019-04-12 15:27:00,0,none
cash-in,11501,1552,53629810,2019-06-22 12:58:00,0,none
cash-in,75768,76404,70698272,2019-06-30 09:53:00,0,none
cash-in,40057,98812,16287323,2019-05-11 13:07:00,0,none
cash-in,57518,55473,37302308,2019-05-02 10:47:00,0,none
cash-in,78355,15944,30332062,2019-02-26 08:59:00,0,none
cash-in,42836,72914,446727,2019-03-12 08:06:00,0,none
cash-in,97040,41105,7949501,2019-02-22 12:28:00,0,none
cash-in,54070,63390,12844786,2019-03-07 15:08:00,0,none
cash-in,22224,16865,10066090,2019-04-14 11:15:00,0,none
cash-in,81073,80378,14765384,2019-06-22 10:17:00,0,none
cash-in,48320,53052,28562736,2019-06-13 15:54:00,0,none
cash-in,67846,47939,34089778,2019-03-29 09:51:00,0,none
cash-in,38488,71314,22271922,2019-05-18 14:36:00,0,none
cash-in,97639,93735,84789633,2019-05-09 13:34:00,0,none
cash-in,93262,18143,79894286,2019-06-02 15:07:00,0,none
cash-in,45962,34911,76890304,2019-03-04 13:09:00,0,none
cash-in,26656,33640,44836852,2019-05-25 15:37:00,0,none
cash-in,84101,95153,77905570,2019-05-09 13:27:00,0,none
cash-in,99845,56936,30982809,2019-05-04 13:17:00,0,none
cash-in,8162,46078,3933535,2019-05-31 15:53:00,0,none
cash-in,74947,63897,80389269,2019-03-03 09:42:00,0,none
cash-in,28031,94947,81703108,2019-03-08 09:24:00,0,none
cash-in,39556,29909,73572349,2019-04-29 13:24:00,0,none
cash-in,84746,70496,86207296,2019-03-11 14:46:00,0,none
cash-in,92379,86695,634200,2019-03-03 09:19:00,0,none
cash-in,79750,26338,85447277,2019-02-26 09:58:00,0,none
cash-in,87500,65482,46965216,2019-05-05 15:55:00,0,none
cash-in,77158,5812,72251307,2019-04-15 08:54:00,0,none
cash-in,62794,37111,10621769,2019-06-27 11:11:00,0,none
cash-in,23902,8106,73368746,2019-04-29 10:52:00,0,none
cash-in,77288,65315,23720952,2019-05-13 08:21:00,0,none
cash-in,88754,8865,83662768,2019-05-15 14:26:00,0,none
cash-in,70102,23086,74754859,2019-04-23 13:09:00,0,none
cash-in,34851,33371,81102256,2019-05-31 10:54:00,0,none
cash-in,23483,30157,25616962,2019-04-07 12:29:00,0,none
cash-in,30548,28967,74514728,2019-06-05 08:11:00,0,none
cash-in,73638,6366,9929524,2019-06-03 15:30:00,0,none
cash-in,18144,80702,75618772,2019-06-19 14:46:00,0,none
cash-in,85636,27105,66263054,2019-02-22 15:46:00,0,none
cash-in,16452,51282,3535246,2019-06-29 08:21:00,0,none
cash-in,9211,78097,72618316,2019-04-24 10:55:00,0,none
cash-in,56634,6396,32378122,2019-03-21 12:07:00,0,none
cash-in,25658,64887,82299582,2019-04-22 14:46:00,0,none
cash-in,97131,11951,53768689,2019-05-28 10:42:00,0,none
cash-in,97442,98637,1844585,2019-03-14 10:26:00,0,none
cash-in,43801,56125,31363053,2019-06-02 11:24:00,0,none
cash-in,25999,55704,81223131,2019-04-11 15:28:00,0,none
cash-in,36022,46738,30434724,2019-04-22 10:42:00,0,none
cash-in,61027,8729,11539026,2019-05-01 12:23:00,0,none
cash-in,70258,60628,43289616,2019-05-15 10:18:00,0,none
cash-in,6007,22293,98499091,2019-03-23 14:31:00,0,none
cash-in,42411,88801,23267139,2019-07-06 10:55:00,0,none
cash-in,5046,61607,57600586,2019-03-29 13:54:00,0,none
cash-in,56203,10830,59029218,2019-03-06 13:05:00,0,none
cash-in,47924,81715,38617337,2019-07-17 11:54:00,0,none
cash-in,49077,39785,62987584,2019-06-02 15:16:00,0,none
cash-in,97409,89343,97078944,2019-04-06 15:47:00,0,none
cash-in,45358,19526,28075876,2019-06-01 08:02:00,0,none
cash-in,93563,54552,45538626,2019-03-06 08:51:00,0,none
cash-in,81590,27583,18318412,2019-03-21 14:06:00,0,none
cash-in,81317,9496,13190256,2019-04-30 15:47:00,0,none
cash-in,38240,73379,56358583,2019-04-11 15:36:00,0,none
cash-in,51683,88653,7208450,2019-04-30 15:57:00,0,none
cash-in,43419,64601,43826419,2019-04-12 10:58:00,0,none
cash-in,87778,15209,69904579,2019-07-13 15:01:00,0,none
cash-in,88433,69461,17221236,2019-06-21 13:05:00,0,none
cash-in,91421,50300,50828628,2019-07-18 14:02:00,0,none
cash-in,5316,70173,28055833,2019-06-07 11:32:00,0,none
cash-in,13559,17542,38722779,2019-04-16 11:09:00,0,none
cash-in,6717,48768,81984311,2019-07-17 15:05:00,0,none
cash-in,50993,4656,12976307,2019-03-14 11:04:00,0,none
cash-in,10430,37315,91380723,2019-06-10 15:27:00,0,none
cash-in,24590,23779,52531492,2019-03-18 13:51:00,0,none
cash-in,77174,30,9917508,2019-05-05 09:39:00,0,none
cash-in,60156,87724,16312530,2019-06-23 08:04:00,0,none
cash-in,21112,31094,77727797,2019-04-06 13:30:00,0,none
cash-in,42353,34504,41402218,2019-04-14 13:08:00,0,none
cash-in,3759,68825,39164299,2019-03-11 11:19:00,0,none
cash-in,65997,49485,60283221,2019-05-10 14:02:00,0,none
cash-in,39485,13808,47491609,2019-06-08 11:58:00,0,none
cash-in,34009,6250,41866136,2019-03-02 11:58:00,0,none
cash-in,44932,1198,94016056,2019-04-19 15:42:00,0,none
cash-in,78164,97674,83108550,2019-06-06 09:16:00,0,none
cash-in,480,69880,93949886,2019-07-19 12:40:00,0,none
cash-in,88793,53217,79764597,2019-07-03 12:48:00,0,none
cash-in,77614,20868,65937136,2019-05-26 10:13:00,0,none
cash-in,14921,15253,66006958,2019-04-29 08:14:00,0,none
cash-in,13255,87709,41205183,2019-05-19 15:57:00,0,none
cash-in,76226,7249,31106316,2019-06-03 10:14:00,0,none
cash-in,69952,21374,6224689,2019-03-12 12:35:00,0,none
cash-in,61379,7802,84768873,2019-04-08 14:14:00,0,none
cash-in,17444,3454,38366994,2019-03-30 14:44:00,0,none
cash-in,29365,34000,24301358,2019-07-02 13:44:00,0,none
cash-in,37116,93108,96382873,2019-04-19 13:52:00,0,none
cash-in,37853,69114,7009347,2019-04-12 13:52:00,0,none
cash-in,34028,35964,97737593,2019-04-09 15:09:00,0,none
cash-in,34357,50778,42892884,2019-06-01 15:45:00,0,none
cash-in,74425,81860,1772885,2019-02-28 14:06:00,0,none
cash-in,65111,72808,80748642,2019-05-31 11:46:00,0,none
cash-in,55602,57613,69193682,2019-07-12 13:31:00,0,none
cash-in,69440,36961,68459202,2019-05-12 14:40:00,0,none
cash-in,22232,38538,38900501,2019-05-25 09:59:00,0,none
cash-in,26858,19905,87766516,2019-05-13 08:56:00,0,none
cash-in,89677,94244,40921355,2019-04-23 15:57:00,0,none
cash-in,96239,57944,81453292,2019-03-18 12:30:00,0,none
cash-in,62104,34059,86214330,2019-05-25 09:30:00,0,none
cash-in,33866,74582,44061858,2019-03-31 08:04:00,0,none
cash-in,16608,25328,81305648,2019-05-02 12:41:00,0,none
cash-in,2361,71422,60696622,2019-07-11 15:07:00,0,none
cash-in,13569,5299,91108176,2019-04-28 15:20:00,0,none
cash-in,62894,81121,80410474,2019-06-19 14:37:00,0,none
cash-in,34633,19523,54788532,2019-05-07 14:30:00,0,none
cash-in,89877,47528,79685828,2019-07-18 09:56:00,0,none
cash-in,12397,24631,97670361,2019-05-16 08:31:00,0,none
cash-in,75909,21036,32873793,2019-06-18 11:42:00,0,none
cash-in,2844,14531,70841436,2019-07-07 09:22:00,0,none
cash-in,37246,16555,34544850,2019-06-28 14:26:00,0,none
cash-in,14442,57060,76699274,2019-04-02 10:24:00,0,none
cash-in,90163,80765,65659572,2019-06-21 12:24:00,0,none
cash-in,1299,66280,48420153,2019-04-20 09:06:00,0,none
cash-in,13349,48973,19669020,2019-07-16 10:15:00,0,none
cash-in,41228,62657,24909654,2019-04-24 12:41:00,0,none
cash-in,70697,8781,33665278,2019-07-14 13:39:00,0,none
cash-in,75940,36548,65058073,2019-05-07 13:24:00,0,none
cash-in,94916,31991,41217894,2019-07-03 09:34:00,0,none
cash-in,59126,18019,90731107,2019-06-22 10:28:00,0,none
cash-in,27667,70533,30252653,2019-07-05 10:39:00,0,none
cash-in,23935,87626,34970923,2019-03-02 10:12:00,0,none
cash-in,4975,44580,81194466,2019-04-10 08:14:00,0,none
cash-in,48870,42437,9546455,2019-03-18 09:23:00,0,none
cash-in,58426,84248,13199681,2019-04-27 12:14:00,0,none
cash-in,86854,74566,2627495,2019-04-09 10:40:00,0,none
cash-in,34322,6372,17209090,2019-03-06 15:37:00,0,none
cash-in,30692,46886,59675052,2019-05-27 14:55:00,0,none
cash-in,33168,7166,40198051,2019-02-26 13:01:00,0,none
cash-in,89563,89980,93924745,2019-06-19 14:16:00,0,none
cash-in,16041,7258,66955527,2019-06-13 15:26:00,0,none
